"Company","Title","Location","URL","Source","Notes"
"IMC Financial Markets","Software Engineer Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4667854101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"IMC Financial Markets","Software Engineer Intern - Summer 2027","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4823924101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Trader Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4939846101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028"
"Jump Trading","Campus AI Research Engineer - Deep Learning (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052338","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus AI Research Engineer – Research Automation (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052351","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus AI Research Engineer (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052281","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus ASIC Engineer (Intern)","Bristol","https://www.jumptrading.com/hr/job?gh_jid=7974837","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus C++ Software Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027946","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Data Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7975008","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Data Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8002998","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus FPGA Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8003013","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus FPGA Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7974391","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus ML Research Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7977145","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Python Software Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027955","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8010307","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027939","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (M1/M2 Intern)","London; Paris","https://www.jumptrading.com/hr/job?gh_jid=8059384","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher, UG/MS (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=7982648","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=7848371","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027941","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8050772","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Software Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7975026","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Software Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8002989","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027952","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8000323","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8007788","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Trading Team Software Engineer  (Intern)","Hong Kong","https://www.jumptrading.com/hr/job?gh_jid=7565728","Greenhouse:jumptrading","internship timing not stated in title; graduation eligibility mentions: 2026, 2027; undergrad/BS/MS language found"
"Jump Trading","Campus UI Software Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7974943","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus UI Software Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8003019","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Maven Securities","Quant Trader Internship 2027 (6 months)","London","https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/8043552","Greenhouse:mavensecuritiesholdingltd","internship timing not stated in title; undergrad/BS/MS language found"
"Millennium","2027 Data & Research Strategy Intern, New York","New York, New York, United States of America","https://mlp.eightfold.ai/careers/job/755957778836","Eightfold:campusjobs.mlp.com","internship timing not stated in title"
"Millennium","2027 Quantitative Developer Intern, New York","New York, New York, United States of America","https://mlp.eightfold.ai/careers/job/755957819661","Eightfold:campusjobs.mlp.com","internship timing not stated in title"
"Millennium","2027 Quantitative Researcher Intern, Miami","Miami, Florida, United States of America","https://mlp.eightfold.ai/careers/job/755957778853","Eightfold:campusjobs.mlp.com","internship timing not stated in title"
"Millennium","2027 Quantitative Researcher Intern, New York","New York, New York, United States of America","https://mlp.eightfold.ai/careers/job/755957778843","Eightfold:campusjobs.mlp.com","internship timing not stated in title"
"Old Mission Capital","Software Engineer – 2027 Internship Program (June Start)","Chicago, IL, United States","https://www.oldmissioncapital.com/careers/?gh_jid=7796180003","Greenhouse:oldmissioncapital","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Old Mission Capital","Software Engineer – 2027 Internship Program (June Start)","Chicago, IL","https://jobs.ashbyhq.com/old-mission-capital/d003aaa4-a1e9-46b5-b271-eaccc15db9d6","Ashby:old-mission-capital","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","FPGA Engineer Intern (Summer 2027 - Austin)","Austin, Texas, United States","https://www.optiver.com/join-us/jobs/8641352002/?gh_jid=8641352002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","FPGA Engineer Intern (Summer 2027 - Chicago)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8402114002/?gh_jid=8402114002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Intern (Summer 2027)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8402215002/?gh_jid=8402215002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2029; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (Singapore) - 2027","Singapore","https://www.optiver.com/join-us/jobs/8642260002/?gh_jid=8642260002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2026, 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (Taiwan) - 2027","Taipei, Taiwan","https://www.optiver.com/join-us/jobs/8011956002/?gh_jid=8011956002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2026; undergrad/BS/MS language found"
"Optiver","Software Engineer Intern (Summer 2027 - Austin)","Austin, Texas, United States","https://www.optiver.com/join-us/jobs/8401052002/?gh_jid=8401052002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","Software Engineer Intern (Summer 2027 - Chicago)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8604760002/?gh_jid=8604760002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","Trading Automation and Operations Intern (Summer 2027)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8489582002/?gh_jid=8489582002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"PDT Partners","Summer 2027 Software Engineering Intern","New York, NY","https://job-boards.greenhouse.io/pdtpartners/jobs/8077685","Greenhouse:pdtpartners","internship timing: Summer 2027; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"PDT Partners","Summer 2027 Systems Engineering Intern","New York, NY","https://job-boards.greenhouse.io/pdtpartners/jobs/8083292","Greenhouse:pdtpartners","internship timing: Summer 2027; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"Point 72/Cubist","Cubist Quantitative Researcher Intern","Hong Kong","https://boards.greenhouse.io/point72/jobs/7297611002?gh_jid=7297611002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Cubist Quantitative Researcher Intern","Singapore","https://boards.greenhouse.io/point72/jobs/7297598002?gh_jid=7297598002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Machine Learning Researcher - Intern","New York","https://boards.greenhouse.io/point72/jobs/7302611002?gh_jid=7302611002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Developer Intern","New York","https://boards.greenhouse.io/point72/jobs/7609197002?gh_jid=7609197002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Research Intern (NLP)","New York","https://boards.greenhouse.io/point72/jobs/8018862002?gh_jid=8018862002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Software Developer Intern","New York, London, or Paris","https://boards.greenhouse.io/point72/jobs/7297666002?gh_jid=7297666002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Summer 2027 Quantitative Research Internship","New York","https://boards.greenhouse.io/point72/jobs/7297642002?gh_jid=7297642002","Greenhouse:point72","internship timing: Summer 2027; undergrad/BS/MS language found"
"Quadrature Capital","Internships","London, New York","https://job-boards.greenhouse.io/quadraturecapital/jobs/4255974","Greenhouse:quadraturecapital","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Data Engineering","Paris, London","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8078338002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Quantitative Developer","Zurich","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8169041002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Quantitative Developer","London","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8068131002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Quantitative Research/Trading","Aarhus, Dubai, Geneva, London, Paris, Zurich, Budapest","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8052341002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 Internship - Software Engineer","London","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8562105002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; graduation eligibility mentions: 2025, 2026; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 Internship/Graduate - Quantitative Research/Trading","Hong Kong, Singapore, Shanghai","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8021267002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 Internship/Graduate - Technology","Hong Kong/Singapore","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8084644002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Schonfeld Strategic Advisors","Quantitative Research / Developer - Intern","Hong Kong, Hong Kong","https://job-boards.greenhouse.io/schonfeld/jobs/7185553","Greenhouse:schonfeld","internship timing not stated in title"
"Squarepoint Capital","Intern Quant Researcher","London, Paris, New York, Singapore, Hong Kong","https://www.squarepoint-capital.com/open-opportunities?id=243853&gh_jid=243853","Greenhouse:squarepointcapital","internship timing not stated in title"
"Squarepoint Capital","Intern Software Developer - Singapore - 2027","Singapore ","https://www.squarepoint-capital.com/open-opportunities?id=6201998&gh_jid=6201998","Greenhouse:squarepointcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Susquehanna International Group","Equity Research Analyst Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10876/equity-research-analyst-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Equity Research Internship: Summer 2027","","https://careers-sig.icims.com/jobs/11085/equity-research-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Research Internship - Master's: Summer 2027","","https://careers-sig.icims.com/jobs/11121/quantitative-research-internship---master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Research Internship – Master's: Summer 2027","","https://careers-sig.icims.com/jobs/10819/quantitative-research-internship-%e2%80%93-master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Research Internship – Master's: Summer 2027","","https://careers-sig.icims.com/jobs/10820/quantitative-research-internship-%e2%80%93-master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Research Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10843/quantitative-research-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Research Internship: Summer 2027","","https://careers-sig.icims.com/jobs/11007/quantitative-research-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Strategy Developer Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10838/quantitative-strategy-developer-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027; undergrad/BS/MS language found"
"Susquehanna International Group","Quantitative Strategy Developer Internship: Summer 2027","","https://careers-sig.icims.com/jobs/11170/quantitative-strategy-developer-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027; undergrad/BS/MS language found"
"Susquehanna International Group","Quantitative Strategy Developer Internship: Summer 2027","Bala Cynwyd (Philadelphia Area), Pennsylvania","https://careers.sig.com/global-campus/jobs/10838?lang=en-us","Official careers page","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Systematic Trading Internship - Master's: Summer 2027","","https://careers-sig.icims.com/jobs/11122/quantitative-systematic-trading-internship---master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Systematic Trading Internship – Master's: Summer 2027","","https://careers-sig.icims.com/jobs/10823/quantitative-systematic-trading-internship-%e2%80%93-master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Systematic Trading Internship – Master's: Summer 2027","","https://careers-sig.icims.com/jobs/10824/quantitative-systematic-trading-internship-%e2%80%93-master%27s%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Systematic Trading Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10841/quantitative-systematic-trading-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Systematic Trading Internship: Summer 2027","","https://careers-sig.icims.com/jobs/11006/quantitative-systematic-trading-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027; undergrad/BS/MS language found"
"Susquehanna International Group","Quantitative Trader Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10717/quantitative-trader-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Trader Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10718/quantitative-trader-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Trader Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10849/quantitative-trader-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Trader Internship: Summer 2027","Bala Cynwyd (Philadelphia Area), Pennsylvania","https://careers.sig.com/jobs/10717?lang=en-us","Official careers page","internship timing: Summer 2027"
"Susquehanna International Group","Quantitative Trading Internship: Summer 2027","","https://careers-sig.icims.com/jobs/10839/quantitative-trading-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027; undergrad/BS/MS language found"
