"Company","Title","Location","URL","Source","Status","Notes"
"AQR Capital Management","2027 Portfolio Implementation Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=7895562&gh_jid=7895562","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7895562 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty, and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumptio..."
"AQR Capital Management","2027 Portfolio Solutions Group Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=8041362&gh_jid=8041362","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8041362 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | About AQR Capital Management AQR is a global investment management firm built at the intersection of financial theory and practical application. We strive to deliver superior, long-term results for our clients by looking past market noise to identify and isolate what matters most, and by developing ideas that stand up to rigorous testing. Our focus on practical insights and analysis has made us leaders in alternative and traditional strategies since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption. We re..."
"AQR Capital Management","2027 Research and Portfolio Management Engineering Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=7957728&gh_jid=7957728","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7957728 | internship timing: Summer | About AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption. We recognize and respect the power of..."
"AQR Capital Management","2027 Research Product Specialist Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=7926704&gh_jid=7926704","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7926704 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | About AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assu..."
"AQR Capital Management","2027 Research Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=7895583&gh_jid=7895583","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7895583 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption..."
"AQR Capital Management","2027 Risk Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=7926692&gh_jid=7926692","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7926692 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption..."
"AQR Capital Management","2027 Trading Summer Analyst","Greenwich, CT","https://careers.aqr.com/jobs?gh_jid=8077110&gh_jid=8077110","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8077110 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty, and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumptio..."
"Aquatic Capital","Quantitative Researcher, Intern (Summer 2027)","Chicago; London","https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489186002","Career page Greenhouse:aquaticcapitalmanagement","Confirmed official posting","career_page=https://job-boards.greenhouse.io/aquaticcapitalmanagement | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=8489186002 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Aquatic was founded with a shared passion for tackling some of the most complex challenges in one of the world’s most competitive arenas—global financial markets. From the very beginning, we have been driven by a deep commitment to applying cutting-edge scientific research and technological innovation to deliver unparalleled performance. Our journey is one of continuous growth and exploration, marked by a spirit of curiosity and relentless drive for excellence. As a Quantitative Research Intern, you will collaborate closely with a team to develop and implement quantitative trading signals, models, and strategies. Our role offers the opportunity to design, implement, an..."
"Aquatic Capital","Software Engineer, Intern (Summer 2027)","Chicago","https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489233002","Career page Greenhouse:aquaticcapitalmanagement","Confirmed official posting","career_page=https://job-boards.greenhouse.io/aquaticcapitalmanagement | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=8489233002 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Aquatic was founded with a shared passion for tackling some of the most complex challenges in one of the world’s most competitive arenas—global financial markets. From the very beginning, we have been driven by a deep commitment to applying cutting-edge scientific research and technological innovation to deliver unparalleled performance. Our journey is one of continuous growth and exploration, marked by a spirit of curiosity and relentless drive for excellence. As a Software Engineering Intern at Aquatic, you will join a fast-moving team building high-performance, distributed systems that power our research and trading infrastructure. You’ll work closely with experienc..."
"Arrowstreet","Quantitative Developer Intern, Summer 2027","Boston","https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers/job/Boston/Quantitative-Developer-Intern--Summer-2027_R1506","Career page Workday:arrowstreetcapital/Campus_Careers","Confirmed official posting","career_page=https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers | Posted 25 Days Ago | R1506"
"Arrowstreet","Quantitative Researcher Intern, Summer 2027","Boston","https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers/job/Boston/Quantitative-Researcher-Intern--Summer-2027_R1505","Career page Workday:arrowstreetcapital/Campus_Careers","Confirmed official posting","career_page=https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers | Posted 19 Days Ago | R1505"
"AXQ Capital","Quantitative Research Intern","New York","https://job-boards.greenhouse.io/axq/jobs/5575450004","Career page Greenhouse:axq","Confirmed official posting","career_page=https://job-boards.greenhouse.io/axq | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5575450004 | internship timing not stated in title | About Us AXQ Capital is a global quantitative investment firm with offices in New York, Beijing, Shanghai, and Hong Kong . We pursue consistent alpha through rigorous scientific research and sustained investment in technology and data infrastructure. Our strategies are deployed across global markets, spanning multiple geographies, asset classes, and trading horizons. Job Duties Work under the guidance of experienced quantitative portfolio managers and researchers to develop and refine quantitative trading strategies Apply tools from probability, statistics, and machine learning to explore market patterns and edge Support cutting-edge research projects and alpha-generation initiatives Collect, clean, and analyze data; help main..."
"Barclays","2027 Technology Developer Summer Internship Programme India","","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/XMLNAME-2027-Technology-Developer-Summer-Internship-Programme-India_JR-0000124913","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted Today | JR-0000124913"
"Barclays","2027 Technology Developer Summer Internship Programme Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/XMLNAME-2027-Technology-Developer-Summer-Internship-Programme-Singapore_JR-0000121763","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 28 Days Ago | JR-0000121763"
"Barclays","Banking Analyst Summer Internship Program 2027 Toronto","Toronto, Bay Wellington Tower L47","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Toronto-Bay-Wellington-Tower-L47/Banking-Analyst-Summer-Internship-Program-2027-Toronto_JR-0000083842","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted Yesterday | JR-0000083842"
"Barclays","Electronic Trading Associate Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Electronic-Trading-Associate-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117566","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117566"
"Barclays","International Corporate Banking Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/International-Corporate-Banking-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117564","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117564"
"Barclays","Investment Banking Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Investment-Banking-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117558","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117558"
"Barclays","Investment Banking Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Investment-Banking-Summer-Internship-Programme-2027-Singapore_JR-0000117560","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117560"
"Barclays","Private Bank and Wealth Management Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Private-Bank-and-Wealth-Management-Summer-Internship-Programme-2027-Singapore_JR-0000117561","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117561"
"Barclays","Quantitative Analytics Associate Off Cycle Internship 2027 Hong Kong","Hong Kong, Cheung Kong Center","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Hong-Kong_JR-0000117565","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117565"
"Barclays","Quantitative Analytics Associate Off Cycle Internship 2027 Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Singapore_JR-0000117563","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117563"
"Barclays","Research Analyst Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Research-Analyst-Summer-Internship-Programme-2027-Singapore_JR-0000119610","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000119610"
"Barclays","Sales, Trading and Structuring Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Sales--Trading-and-Structuring-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117559","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117559"
"Barclays","Sales, Trading and Structuring Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Sales--Trading-and-Structuring-Summer-Internship-Programme-2027-Singapore_JR-0000117562","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117562"
"BlackEdge Capital","Quantitative Developer Intern","Chicago","https://job-boards.greenhouse.io/blackedgecapital/jobs/4703821005","Career page Greenhouse:blackedgecapital","Confirmed official posting","career_page=https://job-boards.greenhouse.io/blackedgecapital | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4703821005 | internship timing not stated in title; graduation eligibility mentions: 2028 | If you are looking to join a small, dynamic, growing firm in the financial technology sector, you have come to the right place. BlackEdge has built a strong foundation of success as an industry leading market maker in the treasury options space. Now we need talented people like you to build on that foundation by further improving and leveraging our existing success to expand into new markets. An internship at BlackEdge will give you a taste of life as a quantitative developer in the options market making space. The first half of your internship will focus on teaching you option pricing theory, market making dynamics, and trading system operations. The second half will provide..."
"BlackEdge Capital","Quantitative Trader Intern","Chicago","https://job-boards.greenhouse.io/blackedgecapital/jobs/4703820005","Career page Greenhouse:blackedgecapital","Confirmed official posting","career_page=https://job-boards.greenhouse.io/blackedgecapital | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4703820005 | internship timing not stated in title; graduation eligibility mentions: 2028 | If you are looking to join a small, dynamic, growing firm in the financial technology sector, you have come to the right place. BlackEdge has built a strong foundation of success as an industry leading market maker in the treasury options space. Now we need talented people like you to build on that foundation by further improving and leveraging our existing success to expand into new markets. An internship at BlackEdge will give you a taste of life as a quantitative trader in the options market making space. The first half of your internship will focus on teaching you option pricing theory, market making dynamics, and trading system operations. The second half will provide yo..."
"Capital One","Current Master's - Data Science Internship - Summer 2027","8 Locations","https://capitalone.wd12.myworkdayjobs.com/Capital_One/job/McLean-VA/Current-Master-s---Data-Science-Internship---Summer-2027_R244285-1","Career page Workday:capitalone/Capital_One","Confirmed official posting","career_page=https://www.capitalonecareers.com/students | Posted 15 Days Ago | R244285"
"Capital One","Technology Internship Program - Summer 2027","3 Locations","https://capitalone.wd12.myworkdayjobs.com/Capital_One/job/McLean-VA/Technology-Internship-Program---Summer-2027_R244387-1","Career page Workday:capitalone/Capital_One","Confirmed official posting","career_page=https://www.capitalonecareers.com/students | Posted Yesterday | R244387"
"Chicago Trading Company","Quant Trading Internship - Summer 2027","Chicago, Illinois, United States","https://job-boards.greenhouse.io/ctccampusboard/jobs/4708188005","Career page Greenhouse:ctccampusboard","Confirmed official posting","career_page=https://job-boards.greenhouse.io/ctccampusboard | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4708188005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Chicago Trading Company (CTC) is a premier proprietary trading firm specializing in options market making. Our collaborative culture fuels innovation in quantitative research, systematic trading strategies, and cutting-edge trading technology. For over three decades CTC has provided critical liquidity across derivatives exchanges worldwide - making them fairer, more transparent, and more efficient. We strive to be the most innovative firm in the industry today, tomorrow, and long into the future while upholding ethical excellence. We believe that CTC makes a positive impact on the markets, the lives of our employees, and all the communities to which we belong. Started in 1995 by..."
"Chicago Trading Company","Quant Trading Internship - Summer 2027","London, England, United Kingdom","https://job-boards.greenhouse.io/ctccampusboard/jobs/4709545005","Career page Greenhouse:ctccampusboard","Confirmed official posting","career_page=https://job-boards.greenhouse.io/ctccampusboard | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4709545005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Chicago Trading Company (CTC) is a premier proprietary trading firm specializing in options market making. Our collaborative culture fuels innovation in quantitative research, systematic trading strategies, and cutting-edge trading technology. For over three decades CTC has provided critical liquidity across derivatives exchanges worldwide - making them fairer, more transparent, and more efficient. We strive to be the most innovative firm in the industry today, tomorrow, and long into the future while upholding ethical excellence. We believe that CTC makes a positive impact on the markets, the lives of our employees, and all the communities to which we belong. Started in 1995 by..."
"Chicago Trading Company","Software Engineering Internship - Summer 2027","Chicago, Illinois, United States","https://job-boards.greenhouse.io/ctccampusboard/jobs/4708230005","Career page Greenhouse:ctccampusboard","Confirmed official posting","career_page=https://job-boards.greenhouse.io/ctccampusboard | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4708230005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Chicago Trading Company (CTC) is a premier proprietary trading firm specializing in options market making. Our collaborative culture fuels innovation in quantitative research, systematic trading strategies, and cutting-edge trading technology. For over three decades CTC has provided critical liquidity across derivatives exchanges worldwide - making them fairer, more transparent, and more efficient. We strive to be the most innovative firm in the industry today, tomorrow, and long into the future while upholding ethical excellence. We believe that CTC makes a positive impact on the markets, the lives of our employees, and all the communities to which we belong. Started in 1995 by..."
"Citadel","International Equities Associate - Intern (Europe)","London","https://www.citadel.com/careers/details/international-equities-associate-intern-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Investment & Trading - Intern (Europe)","London, Paris","https://www.citadel.com/careers/details/investment-trading-intern-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Quantitative Research Analyst - Intern (US)","Greenwich, Miami, New York","https://www.citadel.com/careers/details/quantitative-research-analyst-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Quantitative Research Analyst Intern - BS/MS (Asia)","Hong Kong, Singapore","https://www.citadel.com/careers/details/quantitative-research-analyst-intern-bs-ms-asia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Quantitative Research Analyst Intern - BS/MS (Europe)","London, Paris, Zurich","https://www.citadel.com/careers/details/quantitative-research-analyst-intern-bs-ms-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Quantitative Trader: Equity Quantitative Research - Intern (US)","Greenwich, Miami, New York","https://www.citadel.com/careers/details/quantitative-trader-equity-quantitative-research-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Software Engineer - Intern (Europe)","London","https://www.citadel.com/careers/details/software-engineer-intern-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Software Engineer - Intern (US)","Greenwich, Houston, Miami, New York","https://www.citadel.com/careers/details/software-engineer-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel","Trader: Fixed Income & Macro - Intern (US)","Greenwich, Miami, New York","https://www.citadel.com/careers/details/trader-fixed-income-macro-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Credit & Rates Rotational Trader - Intern (US)","New York","https://www.citadelsecurities.com/careers/details/credit-rates-rotational-trader-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Designated Market Maker (DMM) Trader - Intern (US)","New York","https://www.citadelsecurities.com/careers/details/designated-market-maker-dmm-trader-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","FPGA Engineer - Intern (Australia)","Sydney","https://www.citadelsecurities.com/careers/details/fpga-engineer-intern-australia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","FPGA Engineer - Intern (US)","Miami, New York","https://www.citadelsecurities.com/careers/details/fpga-engineer-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Research Analyst - Intern (US)","Miami, New York","https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Research Analyst Intern - BS/MS (Asia)","Hong Kong, Singapore","https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-asia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Research Analyst Intern - BS/MS (Australia)","Sydney","https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-australia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Research Analyst Intern - BS/MS (Europe)","London, Paris, Zurich","https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Trader - Intern (US)","Miami, New York","https://www.citadelsecurities.com/careers/details/quantitative-trader-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Trading - Intern (Australia)","Sydney","https://www.citadelsecurities.com/careers/details/quantitative-trading-intern-australia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Quantitative Trading - Intern (Europe)","London, Paris","https://www.citadelsecurities.com/careers/details/quantitative-trading-intern-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Rates Trading - Intern (Europe)","London, Paris","https://www.citadelsecurities.com/careers/details/rates-trading-intern-europe/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Software Engineer - Intern (Australia)","Sydney","https://www.citadelsecurities.com/careers/details/software-engineer-intern-australia/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Software Engineer - Intern (US)","Miami, New York","https://www.citadelsecurities.com/careers/details/software-engineer-intern-us/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citadel Securities","Software Engineer - Intern (US)","London","https://www.citadelsecurities.com/careers/details/software-engineer-intern-us-2/","Official careers page (browser-audited 2026-07-14)","Confirmed official posting","internship timing not stated in title"
"Citi","Markets - Sales and Trading, Summer Analyst, New York City - US, 2027","New York, NY","https://jobs.citi.com/job/new-york/markets-sales-and-trading-summer-analyst-new-york-city-us-2027/287/89809477504","Official careers page","Confirmed official posting","Official Citi careers page for 2027 Markets summer analyst role."
