"Company","Title","Location","URL","Source","Status","Notes"
"Hudson River Trading","Algorithm Development (Quant Research & Trading) Internship – Summer 2027","New York, NY, United States; Singapore","https://www.hudsonrivertrading.com/careers/job/?gh_jid=7964062","Career page Greenhouse:wehrtyou","Confirmed official posting","career_page=https://www.hudsonrivertrading.com/careers/ | company_wrapper=https://www.hudsonrivertrading.com/careers/job?gh_jid=7964062 | internship timing: Summer 2027 | We do not allow multiple applications. Please apply to the ONE role you are most interested in and we will consider you for all open positions when reviewing your application. Hudson River Trading (HRT) is seeking exceptional full-time students to join our Algorithm Development Summer Internship Program. Algorithm Developers at HRT focus on the research and implementation of automated trading strategies. As an intern, you will have the opportunity to rotate between our high- and mid-frequency trading teams, as well as our machine learning teams. In close collaboration with full-time mentors, you will apply sophisticated quantitative modeling techniques to understand and predict market behavior and write software to impr..."
"Hudson River Trading","Software Engineering Internship (C++ or Python) – Summer 2027","Austin, TX, United States; Chicago, Illinois, United States; New York, NY, United States; Singapore","https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083","Career page Greenhouse:wehrtyou","Confirmed official posting","career_page=https://www.hudsonrivertrading.com/careers/ | company_wrapper=https://www.hudsonrivertrading.com/careers/job?gh_jid=8052083 | internship timing: Summer 2027 | We do not allow multiple applications. Please apply to the ONE role you are most interested in and we will consider you for all open positions when reviewing your application. Hudson River Trading (HRT) is seeking highly motivated full-time students to join our Software Engineering Summer Internship Program. HRT brings together the sharpest minds across quantitative disciplines—math, computer science, physics, engineering, and more— within our world-class computing environment to rapidly scale solutions to the toughest problems in tech and trading. Our software engineers create and maintain technology and infrastructure that is integral to the success of our trading. Ideal candidates are smart programmers who love to co..."
"IMC Trading","2027 - FPGA Intern - IIT Bombay","Amsterdam, Netherlands; Mumbai, India","https://job-boards.eu.greenhouse.io/imc/jobs/4860306101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4860306101 | internship timing not stated in title | FPGA ENGINEERING INTERN Are you someone who is passionate about challenging the status quo? Do you enjoy the process of problem solving, a process where you recognize areas of improvement and iterate and innovate to improve? Does your curiosity and desire to learn drive you? If so, then join IMC as a Hardware Engineer Intern! At IMC, Hardware Engineers don’t just write code and design technology. They are responsible for spotting new opportunities, developing new technologies and solving problems. As a result, they deliver results and make a difference. IMC knows that having the best technology is what drives our business. Hardware development here is innovative, pragmatic and fun, even as complexity grows. WHAT YOU..."
"IMC Trading","2027 - Software Engineering Intern - BITS Pilani","Mumbai, India","https://job-boards.eu.greenhouse.io/imc/jobs/4917549101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4917549101 | internship timing not stated in title | Software Engineering Intern Are you someone who is passionate about challenging the status quo? Do you enjoy the process of problem solving, a process where you recognize areas of improvement and iterate and innovate to improve? Does your curiosity and desire to learn drive you? ROLE OVERVIEW: If so, then join IMC as a Software Engineer Intern! At IMC, Software Engineers don’t just write software and design technology. They are responsible for spotting new opportunities, developing new technologies and solving problems. As a result, they deliver results and make a difference. IMC knows that having the best software is what drives our business. Software development here is innovative, pragmatic and fun, even as compl..."
"IMC Trading","2027 - Software Engineering Intern - IIT Bombay","Mumbai, India","https://job-boards.eu.greenhouse.io/imc/jobs/4860319101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4860319101 | internship timing not stated in title | Software Engineering Intern Are you someone who is passionate about challenging the status quo? Do you enjoy the process of problem solving, a process where you recognize areas of improvement and iterate and innovate to improve? Does your curiosity and desire to learn drive you? ROLE OVERVIEW: If so, then join IMC as a Software Engineer Intern! At IMC, Software Engineers don’t just write software and design technology. They are responsible for spotting new opportunities, developing new technologies and solving problems. As a result, they deliver results and make a difference. IMC knows that having the best software is what drives our business. Software development here is innovative, pragmatic and fun, even as compl..."
"IMC Trading","Machine Learning Research Intern - Summer 2027 - Amsterdam","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4912874101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4912874101 | internship timing: Summer 2027; graduation eligibility mentions: 2028, 2027 | Our Machine Learning Internship is designed for curious, ambitious researchers who want to apply machine learning to complex, real-world problems. Over 10 weeks, you'll work alongside experienced researchers and mentors to develop models, analyze large-scale datasets, and contribute to research that informs IMC's trading strategies across global equities, futures, and options markets. You'll begin with a week of engaging, classroom-based learning in the proprietary trading landscape, then gain hands-on experience designing experiments, evaluating novel approaches, and tackling challenging problems in a collaborative, fast-paced environment where your work can have real-world imp..."
"M&T Bank","2027 Technology Internship Program","Buffalo, NY","https://mtb.wd5.myworkdayjobs.com/Campus/job/Buffalo-NY/XMLNAME-2027-Technology-Internship-Program_R88052","Career page Workday:mtb/Campus","Confirmed official posting","career_page=https://mtb.wd5.myworkdayjobs.com/Campus/ | Posted 9 Days Ago | R88052"
"Old Mission Capital","Software Engineer – 2027 Internship Program (June Start)","Chicago, IL, United States","https://www.oldmissioncapital.com/careers/?gh_jid=7796180003","Career page Greenhouse:oldmissioncapital","Confirmed official posting","career_page=https://www.oldmissioncapital.com/careers/ | company_wrapper=https://www.oldmissioncapital.com/careers/job?gh_jid=7796180003 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Old Mission is a global proprietary trading firm that leverages state-of-the-art technology and research to identify and execute profitable trading strategies across multiple asset classes around the world. Our offices in Chicago, New York, and London are all composed of naturally-curious individuals who thrive in a team environment and constantly strive for improvement. Old Mission does not seek capital from outside investors, allowing us the flexibility to aggressively invest in our team members and keep them engaged in the firm’s growth. About the Position Our internship program is geared for current students who want to work alongside our talented software enginee..."
"Ramp","Software Engineer Internship, Android","New York, NY (HQ)","https://jobs.ashbyhq.com/ramp/67fadb77-43d8-4449-954b-d4cf2c6d3b8b","Career page Ashby:ramp","Confirmed official posting","career_page=https://jobs.ashbyhq.com/ramp/ | internship timing not stated in title; graduation eligibility mentions: 2026, 2028 | About Ramp Ramp is building the smart infrastructure for finance teams, embedded in the transaction flow of every dollar a business spends. We automate how over $200B in annualized spend flows in and out of 70,000+ companies: authorizing payments, flagging risk, categorizing spend, and closing books. The problems are high-stakes, data-dense, and unforgiving. We hire people with high agency and high urgency. We look for slope over intercept. We care less about where you trained and more about what you’ve built. At Ramp, everyone is a builder who owns problems end to end and makes consequential decisions that shape the outcome. The median Ramp customer saves 5% and grows revenue 16% in their first year – far in excess of businesses operating without Ramp. We bel..."
"Tower Research Capital","Quantitative Developer Intern - Summer 2027","New York, Chicago","https://www.tower-research.com/open-positions/?gh_jid=8044334","Career page Greenhouse:towerresearchcapital","Confirmed official posting","career_page=https://tower-research.com/open-positions/ | company_wrapper=https://tower-research.com/open-positions/job?gh_jid=8044334 | internship timing: Summer 2027 | Tower Research Capital is a leading quantitative trading firm founded in 1998. Tower has built its business on a high-performance platform and independent trading teams. We have a 25+ year track record of innovation and a reputation for discovering unique market opportunities. Tower is home to some of the world’s best systematic trading and engineering talent. We empower portfolio managers to build their teams and strategies independently while providing the economies of scale that come from a large, global organization. Engineers thrive at Tower while developing electronic trading infrastructure at a world class level. Our engineers solve challenging problems in the realms of low-latency programming, FPGA technology, har..."
"Virtu Financial","2027 Internship - Software Engineer","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8551566002","Career page Greenhouse:virtu","Confirmed official posting","career_page=https://www.virtu.com/careers/ | company_wrapper=https://www.virtu.com/careers/job?gh_jid=8551566002 | internship timing not stated in title; graduation eligibility mentions: 2028 | Virtu is an industry-leading financial technology firm that operates both proprietary trading and client-facing businesses in the global financial marketplace. Our cutting edge, proprietary technology is core to everything we do. We trade in over 35 countries, across 235 financial exchanges and over 25% of retail order flow in the US is serviced by Virtu. Our team is a dedicated group of traders, quants and developers that are inspired by the unique and exciting challenges we solve every day. Our culture combines the creativity of a fast paced start up with the stability of a disciplined financial services firm. We are a flat organisation and encourage our people to innovate and lean on their team..."
"Virtu Financial","Internship - Software Engineer","Austin, TX; New York","https://job-boards.greenhouse.io/virtu/jobs/8624410002","Career page Greenhouse:virtu","Confirmed official posting","career_page=https://www.virtu.com/careers/ | company_wrapper=https://www.virtu.com/careers/job?gh_jid=8624410002 | internship timing not stated in title | Virtu is an industry-leading financial technology firm that operates both proprietary trading and client-facing businesses in the global financial marketplace. Our cutting edge, proprietary technology is core to everything we do. We trade in over 35 countries, across 235 financial exchanges and over 25% of retail order flow in the US. is serviced by Virtu. Our team is a dedicated group of traders, quants and developers that are inspired by the unique and exciting challenges we solve every day. Our culture combines the creativity of a fast paced start up, with the stability of a disciplined financial services firm. We are a flat organization and encourage our people to innovate and lean on their teammates for support and collaboration. ..."
"Voloridge","Quantitative Developer Intern 2027","Jupiter, FL","https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4224862009","Career page Greenhouse:voloridgeinvestmentmanagement","Confirmed official posting","career_page=https://job-boards.greenhouse.io/voloridgeinvestmentmanagement | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4224862009 | internship timing not stated in title | Voloridge Investment Management was founded by David Vogel in 2009 and is based in Jupiter, FL. We incorporate advanced data science and mathematics into our systematic, market neutral investment strategies to exploit alpha opportunities we consider unique in financial markets. Our firm is comprised of award-winning predictive modelers, experienced data analysts, advanced technologists, and a group of dynamic business professionals. This role requires the independent application of advanced knowledge in computer science or equivalent field of study. The selected candidate will be expected to exercise discretion and independent judgment, contributing to the design, development, and analysis of large da..."
"Walleye Capital","Quantic – Quantitative Developer Intern (Summer 2027)","Boston, MA","https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4679168006","Career page Greenhouse:walleyecapital-external-students","Confirmed official posting","career_page=https://job-boards.greenhouse.io/walleyecapital-external-students | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4679168006 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Position : Quantic – Quantitative Developer Intern (Summer 2027) Location : Boston, MA Please apply to only one opportunity between the Quantitative Developer, Quantitative Researcher and PhD Quantitative Researcher positions with Quantic. If the team finds you could be a potential fit for the other, we will contact you. Firm Overview: Walleye Capital is a ~$16 billion+ multi-strategy investment firm headquartered in New York City, with over 350 employees across five main offices. Founded in 2005 as an options market maker, we have organically grown into a global investment firm specializing in Quant, Fundamental Equities, and Volatility strategies. Our Team Ov..."
"Walleye Capital","Risk Technology Analyst Intern (Summer 2027)","New York, New York","https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4679224006","Career page Greenhouse:walleyecapital-external-students","Confirmed official posting","career_page=https://job-boards.greenhouse.io/walleyecapital-external-students | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4679224006 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Position: Risk Technology Analyst Intern (Summer 2027) Location: New York, NY Firm Overview: Walleye Capital is a ~$16 billion+ multi-strategy investment firm headquartered in New York City, with over 350 employees across five main offices. Founded in 2005 as an options market maker, we have organically grown into a global investment firm specializing in Fundamental Equities, Quant, and Volatility strategies. At Walleye, we continuously innovate by focusing on three core principles: approach, platform, and people. Our approach is to allocate risk capital where we believe there is not only a compelling opportunity, but also a clear ability to define our tangible..."
"Walleye Capital","Technology Intern (Summer 2027)","New York, New York","https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4681002006","Career page Greenhouse:walleyecapital-external-students","Confirmed official posting","career_page=https://job-boards.greenhouse.io/walleyecapital-external-students | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4681002006 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Position: Technology Intern (Summer 2027) Location: New York, NY Firm Overview: Walleye Capital is a ~$16 billion+ multi-strategy investment firm headquartered in New York City, with over 350 employees across five main offices. Founded in 2005 as an options market maker, we have organically grown into a global investment firm specializing in Fundamental Equities, Quant, and Volatility strategies. At Walleye, we continuously innovate by focusing on three core principles: approach, platform, and people. Our approach is to allocate risk capital where we believe there is not only a compelling opportunity, but also a clear ability to define our tangible edge. We see..."
"Walleye Capital","Volatility Trading Developer Intern (Summer 2027)","New York, New York","https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4679434006","Career page Greenhouse:walleyecapital-external-students","Confirmed official posting","career_page=https://job-boards.greenhouse.io/walleyecapital-external-students | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4679434006 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Position: Volatility Trading Developer Intern (Summer 2027) Location: New York, NY Firm Overview: Walleye Capital is a ~$16 billion+ multi-strategy investment firm headquartered in New York City, with over 350 employees across five main offices. Founded in 2005 as an options market maker, we have organically grown into a global investment firm specializing in Fundamental Equities, Quant, and Volatility strategies. At Walleye, we continuously innovate by focusing on three core principles: approach, platform, and people. Our approach is to allocate risk capital where we believe there is not only a compelling opportunity, but also a clear ability to define our tan..."
