"Company","Title","Location","URL","Source","Notes"
"DV Trading","Software Engineer Intern - Summer 2027 (DV Commodities)","New York","https://job-boards.greenhouse.io/dvtrading/jobs/4719119005","Greenhouse:dvtrading","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"DV Trading","Software Engineer Intern - Summer 2027 (DV Commodities)","London","https://job-boards.greenhouse.io/dvtrading/jobs/4719125005","Greenhouse:dvtrading","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"DV Trading","Trading Intern - Summer 2027 (DV Commodities)","New York","https://job-boards.greenhouse.io/dvtrading/jobs/4719134005","Greenhouse:dvtrading","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"DV Trading","Trading Intern - Summer 2027 (DV Commodities)","London","https://job-boards.greenhouse.io/dvtrading/jobs/4719135005","Greenhouse:dvtrading","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Engineers Gate","Quantitative Research Intern","Hong Kong","https://job-boards.greenhouse.io/engineersgate/jobs/7946542","Greenhouse:engineersgate","internship timing not stated in title; undergrad/BS/MS language found"
"Five Rings","Summer Intern 2027 - Quantitative Trader","New York","https://job-boards.greenhouse.io/fiveringsllc/jobs/5139668008","Greenhouse:fiveringsllc","internship timing: Summer; graduation eligibility mentions: 2027, 2028"
"Five Rings","Summer Intern 2027 - Software Developer","New York","https://job-boards.greenhouse.io/fiveringsllc/jobs/5349707008","Greenhouse:fiveringsllc","internship timing: Summer"
"Flow Traders","Quantitative Trading Intern Summer 2027","New York","https://job-boards.greenhouse.io/flowtraders/jobs/8047166","Greenhouse:flowtraders","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Flow Traders","Trading Intern ","Hong Kong","https://job-boards.greenhouse.io/flowtraders/jobs/8102618","Greenhouse:flowtraders","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"GSA Capital Partners","Quantitative Researcher - Intern","London, New York","https://www.gsacapital.com/careers/gh/?gh_jid=8570661002","Greenhouse:gsacapital","internship timing not stated in title"
"GSA Capital Partners","Software Developer - Intern","London","https://www.gsacapital.com/careers/gh/?gh_jid=8570668002","Greenhouse:gsacapital","internship timing not stated in title"
"Hudson River Trading","Algorithm Development (Quant Research & Trading) Internship – Summer 2027","London, United Kingdom; New York, NY, United States; Singapore","https://www.hudsonrivertrading.com/careers/job/?gh_jid=7964062","Greenhouse:wehrtyou","internship timing: Summer 2027; undergrad/BS/MS language found"
"Hudson River Trading","Software Engineering Internship (C++ or Python) – Summer 2027","Austin, TX, United States; Chicago, Illinois, United States; London, United Kingdom; New York, NY, United States; Singapore","https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083","Greenhouse:wehrtyou","internship timing: Summer 2027; undergrad/BS/MS language found"
"IMC Financial Markets","Hardware Engineer Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4927149101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Hardware Engineer Intern - Summer 2027","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4823945101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Machine Learning Research Intern - Summer 2027 - Amsterdam","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4912874101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"IMC Financial Markets","Machine Learning Research Intern - Summer 2027 - Chicago","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4907430101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Machine Learning Research Intern - Summer 2027 - Sydney","Sydney,  Australia","https://job-boards.eu.greenhouse.io/imc/jobs/4956547101","Greenhouse:imc","internship timing: Summer 2027; undergrad/BS/MS language found"
"IMC Financial Markets","Macro Analyst Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4941380101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Research Intern (BS/MS) - Summer 2027","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4907399101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Research Intern 2027","Hong Kong, Hong Kong","https://job-boards.eu.greenhouse.io/imc/jobs/4941208101","Greenhouse:imc","internship timing not stated in title; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Trader Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4936262101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028"
"IMC Financial Markets","Quantitative Trader Intern - Summer 2027","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4823923101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Trader Intern 2027","Hong Kong, Hong Kong","https://job-boards.eu.greenhouse.io/imc/jobs/4941205101","Greenhouse:imc","internship timing not stated in title; undergrad/BS/MS language found"
"IMC Financial Markets","Software Engineer Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4667854101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"IMC Financial Markets","Software Engineer Intern - Summer 2027","Chicago, United States","https://job-boards.eu.greenhouse.io/imc/jobs/4823924101","Greenhouse:imc","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Software Engineer Intern 2027","Hong Kong, Hong Kong","https://job-boards.eu.greenhouse.io/imc/jobs/4941206101","Greenhouse:imc","internship timing not stated in title; undergrad/BS/MS language found"
"IMC Financial Markets","Trader Intern","Amsterdam, Netherlands","https://job-boards.eu.greenhouse.io/imc/jobs/4939846101","Greenhouse:imc","internship timing not stated in title; graduation eligibility mentions: 2028"
"Jump Trading","Campus AI Research Engineer - Deep Learning (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052338","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus AI Research Engineer – Research Automation (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052351","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus AI Research Engineer (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=8052281","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus ASIC Engineer (Intern)","Bristol","https://www.jumptrading.com/hr/job?gh_jid=7974837","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus C++ Software Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027946","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Data Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7975008","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Data Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8002998","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus FPGA Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8003013","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus FPGA Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7974391","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus ML Research Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7977145","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Python Software Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027955","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Research Intern (Off-Cycle - Winter/Spring 2027) ","Hong Kong, Shanghai","https://www.jumptrading.com/hr/job?gh_jid=8027898","Greenhouse:jumptrading","internship timing: Spring 2027; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (Intern)","Hong Kong, Shanghai","https://www.jumptrading.com/hr/job?gh_jid=8027900","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027939","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8010307","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher (M1/M2 Intern)","London; Paris","https://www.jumptrading.com/hr/job?gh_jid=8059384","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Researcher, UG/MS (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=7982648","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","Chicago; New York","https://www.jumptrading.com/hr/job?gh_jid=7848371","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8050772","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027941","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Quantitative Trader (Intern)","Hong Kong, Shanghai","https://www.jumptrading.com/hr/job?gh_jid=8027922","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Software Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7975026","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Software Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8002989","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8007788","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","London; Amsterdam","https://www.jumptrading.com/hr/job?gh_jid=8000323","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Systems Engineer (Intern)","Singapore","https://www.jumptrading.com/hr/job?gh_jid=8027952","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus Trading Team Software Engineer  (Intern)","Hong Kong","https://www.jumptrading.com/hr/job?gh_jid=7565728","Greenhouse:jumptrading","internship timing not stated in title; graduation eligibility mentions: 2026, 2027; undergrad/BS/MS language found"
"Jump Trading","Campus UI Software Engineer (Intern)","London","https://www.jumptrading.com/hr/job?gh_jid=7974943","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Jump Trading","Campus UI Software Engineer (Intern)","Chicago","https://www.jumptrading.com/hr/job?gh_jid=8003019","Greenhouse:jumptrading","internship timing not stated in title; undergrad/BS/MS language found"
"Maven Securities","Quant Trader Internship 2027 (6 months)","London","https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/8043552","Greenhouse:mavensecuritiesholdingltd","internship timing not stated in title; undergrad/BS/MS language found"
"Maven Securities","Trader Summer Internship Chicago 2027","Chicago","https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/8051937","Greenhouse:mavensecuritiesholdingltd","internship timing: Summer; undergrad/BS/MS language found"
"Old Mission Capital","Software Engineer – 2027 Internship Program (June Start)","Chicago, IL, United States","https://www.oldmissioncapital.com/careers/?gh_jid=7796180003","Greenhouse:oldmissioncapital","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Old Mission Capital","Software Engineer – 2027 Internship Program (June Start)","Chicago, IL","https://jobs.ashbyhq.com/old-mission-capital/d003aaa4-a1e9-46b5-b271-eaccc15db9d6","Ashby:old-mission-capital","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","2027 Shanghai FPGA Developer Summer Internship","Shanghai, China","https://www.optiver.com/join-us/jobs/8644364002/?gh_jid=8644364002","Greenhouse:optiverus","internship timing: Summer; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"Optiver","2027 Shanghai Machine Learning Engineer Summer Internship","Shanghai, China","https://www.optiver.com/join-us/jobs/8633966002/?gh_jid=8633966002","Greenhouse:optiverus","internship timing: Summer; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Optiver","2027 Shanghai Software Developer Summer Internship","Shanghai, China","https://www.optiver.com/join-us/jobs/8623927002/?gh_jid=8623927002","Greenhouse:optiverus","internship timing: Summer; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"Optiver","FPGA Engineer Intern (Summer 2027 - Austin)","Austin, Texas, United States","https://www.optiver.com/join-us/jobs/8641352002/?gh_jid=8641352002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","FPGA Engineer Intern (Summer 2027 - Chicago)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8402114002/?gh_jid=8402114002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","FPGA Internship (2027 Start)","Amsterdam, North Holland, Netherlands","https://www.optiver.com/join-us/jobs/8713775002/?gh_jid=8713775002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Intern (Summer 2027)","Austin, Texas, United States","https://www.optiver.com/join-us/jobs/8682750002/?gh_jid=8682750002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2029; undergrad/BS/MS language found"
"Optiver","Quantitative Intern (Summer 2027)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8402215002/?gh_jid=8402215002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2029; undergrad/BS/MS language found"
"Optiver","Quantitative Research Internship (2027 Start)","Amsterdam, North Holland, Netherlands","https://www.optiver.com/join-us/jobs/8488699002/?gh_jid=8488699002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Research Internship, Bachelor or Master (Summer 2027 - Shanghai)","Shanghai, China","https://www.optiver.com/join-us/jobs/8644376002/?gh_jid=8644376002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (2027 Start)","Amsterdam, North Holland, Netherlands","https://www.optiver.com/join-us/jobs/8488701002/?gh_jid=8488701002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (Singapore) - 2027","Singapore","https://www.optiver.com/join-us/jobs/8642260002/?gh_jid=8642260002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2026, 2028; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (Summer 2027 - Shanghai)","Shanghai, China","https://www.optiver.com/join-us/jobs/8623923002/?gh_jid=8623923002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"Optiver","Quantitative Trading Internship (Taiwan) - 2027","Taipei, Taiwan","https://www.optiver.com/join-us/jobs/8011956002/?gh_jid=8011956002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2026; undergrad/BS/MS language found"
"Optiver","Software Engineer Intern (Summer 2027 - Austin)","Austin, Texas, United States","https://www.optiver.com/join-us/jobs/8401052002/?gh_jid=8401052002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","Software Engineer Intern (Summer 2027 - Chicago)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8604760002/?gh_jid=8604760002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Optiver","Software Engineer Internship (2027 Start)","London, England, United Kingdom","https://www.optiver.com/join-us/jobs/8713435002/?gh_jid=8713435002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2028, 2027; undergrad/BS/MS language found"
"Optiver","Software Engineer Internship (2027 Start)","Amsterdam, North Holland, Netherlands","https://www.optiver.com/join-us/jobs/8713409002/?gh_jid=8713409002","Greenhouse:optiverus","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Optiver","Trading Automation and Operations Intern (Summer 2027)","Chicago, Illinois, United States","https://www.optiver.com/join-us/jobs/8489582002/?gh_jid=8489582002","Greenhouse:optiverus","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
