"Company","Title","Location","Region","URL","Source","Status","Notes"
"AQR Capital Management","2027 Quantitative Prediction Markets Research Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=8122378&gh_jid=8122378","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8122378 | internship timing: Summer | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption. We recognize and respect the power of colla..."
"AQR Capital Management","2027 Research and Portfolio Management Engineering Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=7957728&gh_jid=7957728","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7957728 | internship timing: Summer | About AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption. We recognize and respect the power of..."
"AQR Capital Management","2027 Research Product Specialist Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=8123095&gh_jid=8123095","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8123095 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | About AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assu..."
"AQR Capital Management","2027 Research Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=7895583&gh_jid=7895583","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7895583 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption..."
"AQR Capital Management","2027 Risk Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=7926692&gh_jid=7926692","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=7926692 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumption..."
"AQR Capital Management","2027 Trading Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=8077110&gh_jid=8077110","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8077110 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | AQR Capital Management AQR is a global investment firm built at the intersection of financial theory and practical application. We strive to deliver concrete, long-term results by looking past market noise to identify and isolate the factors that matter most, and by developing ideas that stand up to rigorous testing. By putting theory into practice, we have become a leader in alternative strategies and an innovator in traditional portfolio management since 1998. At AQR, our employees share a common spirit of academic excellence, intellectual honesty, and an unwavering commitment to seeking the truth. We’re determined to know what makes financial markets tick – and we’ll ask every question and challenge every assumptio..."
"AQR Capital Management","AQR Arbitrage - 2027 Research Summer Analyst","Greenwich, CT","North America","https://careers.aqr.com/jobs?gh_jid=8156993&gh_jid=8156993","Career page Greenhouse:aqr","Confirmed official posting","career_page=https://careers.aqr.com/ | company_wrapper=https://careers.aqr.com/job?gh_jid=8156993 | internship timing: Summer | About AQR Arbitrage AQR Arbitrage is an affiliate of AQR Capital Management, specializing in the research, development, and management of arbitrage and corporate event strategies. Since 2001, AQR Arbitrage has combined rigorous research and disciplined processes to deliver long-term value to clients. Co-founders Mark Mitchell and Todd Pulvino are pioneering researchers and former professors at the University of Chicago, Northwestern University, and Harvard University. Their published work has fundamentally shaped how scholars and practitioners understand arbitrage markets, corporate events, and market dislocations. AQR Arbitrage focuses solely on research and portfolio management while leveraging AQR’s infrastructure for all other investment management functions..."
"AQR Capital Management","AQR internship program page","Greenwich / other AQR offices","North America","https://www.aqr.com/about-us/our-internship-program","Official internship page","Official program page; roles/application timing should be checked on careers.aqr.com","AQR says internship applications for the coming summer are live on its careers page beginning June 30 to mid-August; summer interns frequently join Research and Portfolio Management plus Portfolio Implementation, Trading, and Portfolio Finance."
"Aquatic Capital","Quantitative Researcher, Intern (Summer 2027)","Chicago; London","Global / Multiple Regions","https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489186002","Career page Greenhouse:aquaticcapitalmanagement","Confirmed official posting","career_page=https://job-boards.greenhouse.io/aquaticcapitalmanagement | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=8489186002 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Aquatic was founded with a shared passion for tackling some of the most complex challenges in one of the world’s most competitive arenas—global financial markets. From the very beginning, we have been driven by a deep commitment to applying cutting-edge scientific research and technological innovation to deliver unparalleled performance. Our journey is one of continuous growth and exploration, marked by a spirit of curiosity and relentless drive for excellence. As a Quantitative Research Intern, you will collaborate closely with a team to develop and implement quantitative trading signals, models, and strategies. Our role offers the opportunity to design, implement, an..."
"Aquatic Capital","Software Engineer, Intern (Summer 2027)","Chicago","North America","https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489233002","Career page Greenhouse:aquaticcapitalmanagement","Confirmed official posting","career_page=https://job-boards.greenhouse.io/aquaticcapitalmanagement | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=8489233002 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Aquatic was founded with a shared passion for tackling some of the most complex challenges in one of the world’s most competitive arenas—global financial markets. From the very beginning, we have been driven by a deep commitment to applying cutting-edge scientific research and technological innovation to deliver unparalleled performance. Our journey is one of continuous growth and exploration, marked by a spirit of curiosity and relentless drive for excellence. As a Software Engineering Intern at Aquatic, you will join a fast-moving team building high-performance, distributed systems that power our research and trading infrastructure. You’ll work closely with experienc..."
"Arrowstreet","Quantitative Developer Intern, Summer 2027","Boston","North America","https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers/job/Boston/Quantitative-Developer-Intern--Summer-2027_R1506","Career page Workday:arrowstreetcapital/Campus_Careers","Confirmed official posting","career_page=https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers | Posted 19 Days Ago | R1506"
"Arrowstreet","Quantitative Researcher Intern, Summer 2027","Boston","North America","https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers/job/Boston/Quantitative-Researcher-Intern--Summer-2027_R1505","Career page Workday:arrowstreetcapital/Campus_Careers","Confirmed official posting","career_page=https://arrowstreetcapital.wd5.myworkdayjobs.com/Campus_Careers | Posted 19 Days Ago | R1505"
"AXQ Capital","「启元计划」2027 暑期实习｜量化开发实习生","Beijing","Asia","https://job-boards.greenhouse.io/axq/jobs/5745501004","Career page Greenhouse:axq","Confirmed official posting","career_page=https://job-boards.greenhouse.io/axq | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5745501004 | internship timing not stated in title | 关于我们 安贤投资 （ AXQ Capital ） 致力于以严谨的量化研究与先进的信息技术驱动投资。我们打造科学高效的量化研究框架，构建 多市场多策略 投资体系。策略布局覆盖全球股票统计套利、 A 股指数增强、 CTA 、股票日内、期货高频等领域，在全球市场部署运行，覆盖多个地区、资产类别及交易周期。自 2018 年成立以来，安贤持续为海内外投资者创造长期稳健的投资回报，资产管理规模稳步增长。公司在 北京、上海、香港、纽约 设有办公室，为国内员工提供海外交流与培训机会。 项目概览 安贤投资2027暑期实习项目 面向全球顶尖人才。 作为量化开发实习生（Quantitative Developer Intern） ，您将师从一位经验丰富的技术专家，在其指导下参与一项完整的量化系统开发与优化项目。公司提供业界一流的技术架构、充足的计算资源以及贯穿项目全程的指导支持。您的工作内容可能涉及低延迟交易系统、实时数据处理、机器学习模型训练与预测、研究平台开发、风控系统构建或云计算架构优化等核心技术环节。项目具有明确的考核标准，您将在实习结束时向用人经理和公司合伙人展示工作成果。 实习安排 实习地点：北京 实习时长：6 月 28 日 – 9 月 3 日（共 10 周） 实习薪酬：3000 元 / 天 + 餐补 住宿安排：为异地实习生按需统一安排住宿 培训计划 6 月 28 – 29 日在上海开展集中培训与团建 实习期间，公司将为量化研究实习生提供系列专题讲座，覆盖量化研究与投资实践的核心课题 配备专属导师一对一带教，持续跟进项目进展与提供阶段性反馈 留用机制 结项答辩评定达到 A 或 S 级者，即可获得全职录用 评定达到 S 级，全职录用将保证百万年薪，并安排赴纽..."
"AXQ Capital","「启元计划」2027 暑期实习｜量化研究实习生","Shanghai","Asia","https://job-boards.greenhouse.io/axq/jobs/5636192004","Career page Greenhouse:axq","Confirmed official posting","career_page=https://job-boards.greenhouse.io/axq | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5636192004 | internship timing not stated in title | 关于我们 安贤投资 （ AXQ Capital ） 致力于以严谨的量化研究与先进的信息技术驱动投资。我们打造科学高效的量化研究框架，构建 多市场多策略 投资体系。策略布局覆盖全球股票统计套利、 A 股指数增强、 CTA 、股票日内、期货高频等领域，在全球市场部署运行，覆盖多个地区、资产类别及交易周期。自 2018 年成立以来，安贤持续为海内外投资者创造长期稳健的投资回报，资产管理规模稳步增长。公司在 北京、上海、香港、纽约 设有办公室，为国内员工提供海外交流与培训机会。 项目概览 安贤投资2027暑期实习项目 面向全球优秀在校生。作为 量化研究实习生（Quantitative Research Intern） ，您将在 两位资深导师 的分阶段指导下，围绕不同研究主题开展量化研究项目。公司提供业界一流的量化研究框架、充足的云计算资源以及贯穿项目全程的指导支持。研究方向可能涉及策略开发、投资组合优化、交易执行或风险管理等量化交易的核心环节。项目设有明确的考核标准，您将在实习结束时向用人经理和公司合伙人展示研究成果。 实习安排 实习地点：上海 实习时长：6 月 28 日 – 9 月 3 日（共 10 周） 实习薪酬：3000 元 / 天 + 餐补 住宿安排：为异地实习生按需统一安排住宿 培训与轮岗 6 月 28 – 29 日在上海开展集中培训与团建 实习期间，公司将为量化研究实习生提供系列专题讲座，覆盖量化研究与投资实践的核心课题 项目采用双阶段轮岗机制。十周实习分为 两个研究阶段，由两位资深导师分别指导 。实习生将在不同研究主题下开展项目实践，接触多元研究方法与核心技能，深入了解公司的研究体系与团队分工。轮岗经历也将为后续团队匹配与全职留用提供更充分的..."
"AXQ Capital","Quantitative Research Intern","New York","North America","https://job-boards.greenhouse.io/axq/jobs/5575450004","Career page Greenhouse:axq","Confirmed official posting","career_page=https://job-boards.greenhouse.io/axq | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5575450004 | internship timing not stated in title | About Us AXQ Capital is a global quantitative investment firm with offices in New York, Beijing, Shanghai, and Hong Kong . We pursue consistent alpha through rigorous scientific research and sustained investment in technology and data infrastructure. Our strategies are deployed across global markets, spanning multiple geographies, asset classes, and trading horizons. Job Duties Work under the guidance of experienced quantitative portfolio managers and researchers to develop and refine quantitative trading strategies Apply tools from probability, statistics, and machine learning to explore market patterns and edge Support cutting-edge research projects and alpha-generation initiatives Collect, clean, and analyze data; help main..."
"Balyasny Asset Management","Quantitative Analyst - Commodities Investment Team (Summer Internship)","Hong Kong","Asia","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Analyst---Commodities-Investment-Team--Summer-Internship-_REQ8474","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8474 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Analyst - Macro & Commodities Investment Teams (Summer Internship)","London","Europe","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Analyst---Macro---Commodities-Investment-Teams--Summer-Internship-_REQ8477","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8477 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Analyst – Commodities Investment Team (Summer Internship)","Houston, Boston","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Analyst---Commodities-Investment-Team--Summer-Internship-_REQ8454","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8454 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Analyst – Macro Investment Team (Summer Internship)","New York","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Analyst---Macro-Investment-Team--Summer-Internship-_REQ8453","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8453 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Analyst, Commodities (Seasonal Internship)","London","Europe","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Analyst--Commodities--Seasonal-Internship-_REQ8467","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 15 Days Ago | requisition=REQ8467 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Multi-Asset Arbitrage (Summer Internship)","Greenwich, Boston","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Multi-Asset-Arbitrage--Summer-Internship-_REQ8462","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted Today | requisition=REQ8462 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Quantitative Strategies (Summer Internship)","London","Europe","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Quantitative-Strategies--Summer-Internship-_REQ8479","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8479 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Risk (Summer Internship)","New York","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Risk--Summer-Internship-_REQ8463","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted Today | requisition=REQ8463 | department=Risk | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Risk (Summer Internship)","London","Europe","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Risk--Summer-Internship-_REQ8478","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8478 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Systematic Strategies (Summer Internship - PhD)","New York","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Systematic-Strategies--Summer-Internship---PhD-_REQ8460","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted Today | requisition=REQ8460 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher - Systematic, Multi-Asset Arbitrage (Summer Internship)","New York","North America","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher---Systematic--Multi-Asset-Arbitrage--Summer-Internship-_REQ8461","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted Today | requisition=REQ8461 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Quantitative Researcher (Summer Internship)","Hong Kong","Asia","https://bambusdev.my.site.com/s/details?jobReq=Quantitative-Researcher--Summer-Internship-_REQ8057","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 156 Days Ago | requisition=REQ8057 | department=Investment Professionals | experience=Internships"
"Balyasny Asset Management","Software Engineering (Summer Internship)","London","Europe","https://bambusdev.my.site.com/s/details?jobReq=Software-Engineering--Summer-Internship-_REQ8115","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8115 | department=Technology | experience=Internships"
"Balyasny Asset Management","Software Engineering (Summer Internship)","New York","North America","https://bambusdev.my.site.com/s/details?jobReq=Software-Engineering--Summer-Internship-_REQ8445","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8445 | department=Technology | experience=Internships"
"Balyasny Asset Management","Software Engineering (Summer Internship)","Hong Kong, Singapore","Asia","https://bambusdev.my.site.com/s/details?jobReq=Software-Engineering--Summer-Internship-_REQ8446","Official Balyasny Salesforce Experience Cloud feed","Confirmed official posting","career_page=https://bambusdev.my.site.com/s/ | Posted 13 Days Ago | requisition=REQ8446 | department=Technology | experience=Internships"
"Barclays","2027 Technology Developer Summer Internship Programme Singapore","Singapore, Marina Bay Financial Tower 2","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/XMLNAME-2027-Technology-Developer-Summer-Internship-Programme-Singapore_JR-0000121763","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000121763"
"Barclays","Electronic Trading Associate Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Electronic-Trading-Associate-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117566","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117566"
"Barclays","Quantitative Analytics Associate Off Cycle Internship 2027 Hong Kong","Hong Kong, Cheung Kong Center","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Hong-Kong_JR-0000117565","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117565"
"Barclays","Quantitative Analytics Associate Off Cycle Internship 2027 Singapore","Singapore, Marina Bay Financial Tower 2","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Quantitative-Analytics-Associate-Off-Cycle-Internship-2027-Singapore_JR-0000117563","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117563"
"Barclays","Quantitative Finance Associate Summer Internship Program 2027 New York","New York, 745 7th Avenue","North America","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/New-York-745-7th-Avenue/Quantitative-Finance-Associate-Summer-Internship-Program-2027-New-York_JR-0000128099","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 12 Days Ago | JR-0000128099"
"Barclays","Research Analyst Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Research-Analyst-Summer-Internship-Programme-2027-Singapore_JR-0000119610","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000119610"
"Barclays","Sales, Trading and Structuring Summer Internship Programme 2027 Hong Kong","Hong Kong, Cheung Kong Center","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Hong-Kong-Cheung-Kong-Center/Sales--Trading-and-Structuring-Summer-Internship-Programme-2027-Hong-Kong_JR-0000117559","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117559"
"Barclays","Sales, Trading and Structuring Summer Internship Programme 2027 Singapore","Singapore, Marina Bay Financial Tower 2","Asia","https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Singapore-Marina-Bay-Financial-Tower-2/Sales--Trading-and-Structuring-Summer-Internship-Programme-2027-Singapore_JR-0000117562","Career page Workday:barclays/External_Career_Site_Barclays","Confirmed official posting","career_page=https://search.jobs.barclays/search-jobs/early/22545/1/1 | Posted 30+ Days Ago | JR-0000117562"
"Belvedere Trading","Quantitative Trading Intern - Summer 2027","Chicago, Illinois","North America","https://jobs.lever.co/belvederetrading/cbde47db-c60b-4339-a8f4-a8e4f30505ab","Career page Lever:belvederetrading","Confirmed official posting","career_page=https://www.belvederetrading.com/new-graduates-campus-recruiting | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | Belvedere Trading is a leading proprietary trading firm proudly headquartered in downtown Chicago. Our traders work hard to provide liquidity to the market through their market-making activities and are the masters of a diverse set of commodities, interest rates, exchange-traded funds (ETF), and equity index options. From the beginning, we began iteratively investing in our proprietary technology and committing to building our systems from the ground up. Our trading models and software systems are continually re-engineered, optimized, and maintained to stay on top of the industry. This wouldn’t be possible without the dedicated efforts of our technology teams who utilize and perfect our innovative technology solutions. High-performan..."
"Belvedere Trading","Quantitative Trading Intern - Winter Quarter 2027","Chicago, Illinois","North America","https://jobs.lever.co/belvederetrading/8f06f221-8777-4a4d-b035-40882db5f4a0","Career page Lever:belvederetrading","Confirmed official posting","career_page=https://www.belvederetrading.com/new-graduates-campus-recruiting | internship timing: Winter; graduation eligibility mentions: 2027, 2028 | Belvedere Trading is a leading proprietary trading firm proudly headquartered in downtown Chicago. Our traders work hard to provide liquidity to the market through their market-making activities and are the masters of a diverse set of commodities, interest rates, exchange-traded funds (ETF), and equity index options. From the beginning, we began iteratively investing in our proprietary technology and committing to building our systems from the ground up. Our trading models and software systems are continually re-engineered, optimized, and maintained to stay on top of the industry. This wouldn’t be possible without the dedicated efforts of our technology teams who utilize and perfect our innovative technology solutions. High-performance pr..."
